ADM1_EN,ADM2_EN,Shape_Area,Year,Month,Date,Rainfall_mm,Rainfall_Anomaly_mm,Rainfall_Anomaly_Percent
Nairobi,Makadara,0.000974908477702,2004.0,1.0,2004-01,101.03731829080829,51.00334148430552,101.96007921442458
Nairobi,Mathare,0.000235884309461,2004.0,1.0,2004-01,97.04954528808592,47.55284741460028,96.0910077507374
Nairobi,Roysambu,0.00390887981589,2004.0,1.0,2004-01,86.86698056519634,37.59271303706274,76.180540818198
Nairobi,Ruaraka,0.000583416833502,2004.0,1.0,2004-01,92.32823018125588,42.694735244561805,86.02204674658637
Nairobi,Starehe,0.00136813789598,2004.0,1.0,2004-01,103.34565705467352,51.8970151020616,100.90890639524852
Nairobi,Westlands,0.00590790301496,2004.0,1.0,2004-01,107.88887810771097,53.77476735811114,99.54179053627244
Turkana,Loima,0.792863767753,2004.0,1.0,2004-01,11.657175143181238,7.934516686454677,223.5039231727037
Turkana,Turkana Central,0.538281501213,2004.0,1.0,2004-01,10.052279172707165,3.964574666573807,75.03400922287925
Turkana,Turkana East,0.909087463502,2004.0,1.0,2004-01,16.94537684443801,9.444304262287138,142.8289285213245
Turkana,Turkana North,1.66897152383,2004.0,1.0,2004-01,19.46956200111579,12.616958898226132,187.5682276879484
Turkana,Turkana South,0.603285539944,2004.0,1.0,2004-01,11.438475442838962,6.3961684029752135,139.06784813539528
Turkana,Turkana West,1.19593592043,2004.0,1.0,2004-01,11.63310872012127,8.273682436202067,248.1877836967075
Kiambu,Gatundu North,0.0190562071078,2004.0,2.0,2004-02,56.09082640753808,4.737565626179929,7.527540044034816
Kiambu,Gatundu South,0.018013492523,2004.0,2.0,2004-02,53.352770910220855,7.327148699210481,15.76240620533251
Kiambu,Githunguri,0.0140557399999,2004.0,2.0,2004-02,49.98859154620012,7.305741791250656,17.11918349297818
Kiambu,Juja,0.0303444523402,2004.0,2.0,2004-02,39.86120725695642,5.171585748632076,15.20573033505435
Kiambu,Kabete,0.00456838148631,2004.0,2.0,2004-02,53.02204581108694,9.710385770307871,22.5980530860871
Kiambu,Kiambaa,0.00720464174127,2004.0,2.0,2004-02,52.73018732018233,9.040263088980792,20.945372298924763
